Pathway	GeneID	Symbol	Description	Drought_W24_log2FC	Drought_W24_padj	Drought_W8_log2FC	Drought_W8_padj	W24_vs_W8_Drought_log2FC	W24_vs_W8_Drought_padj	W24_vs_W8_Control_log2FC	W24_vs_W8_Control_padj
Cytokinin	ENSRNA049483826	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.9727	0.626747	1.4934	0.748751	-1.3686	0.462084	1.0975	0.45297
Cytokinin	ENSRNA049483832	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.0056	0.69609	0.6118	0.748751	-1.2699	0.447514	0.3475	0.828338
Cytokinin	ENSRNA049483836	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	0.8285	0.716778	1.7072	0.748751	-0.4662	0.712947	0.4125	0.641079
Strigolactone	ENSRNA049484378	SNORD14	Small nucleolar RNA SNORD14	0	NA	1.8264	0.801259	-3.6834	0.606531	-1.8571	0.58482
Strigolactone	ENSRNA049484385	SNORD14	Small nucleolar RNA SNORD14	0.5668	0.851764	3.7996	0.748751	-0.1317	0.967833	3.101	0.451062
ROS_Scavenging	ENSRNA049485004	Intron_gpII	Group II catalytic intron	0	NA	2.0113	0.748751	-2.0113	0.606531	0	NA
ROS_Scavenging	ENSRNA049485007	Intron_gpII	Group II catalytic intron	0	NA	1.18	0.748751	-1.18	0.606531	0	NA
Strigolactone	ENSRNA049485045	SNORD14	Small nucleolar RNA SNORD14	0.6057	0.737676	-0.31	0.821996	-0.3514	0.789911	-1.2671	0.243555
Cytokinin	ENSRNA049485075	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	0.0509	0.986838	1.2516	0.748751	-0.4325	0.854693	0.7682	0.631752
Cytokinin	ENSRNA049485246	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-1.9679	0.592642	1.4283	0.748751	-2.3368	0.436092	1.0595	0.552816
Strigolactone	ENSRNA049485386	SNORD14	Small nucleolar RNA SNORD14	0.7718	0.670681	0	NA	6.2411	0.414467	5.4693	0.469669
Strigolactone	ENSRNA049485388	SNORD14	Small nucleolar RNA SNORD14	0.3226	0.852064	3.0676	0.748751	1.804	0.542671	4.549	0.210062
Strigolactone	ENSRNA049485391	SNORD14	Small nucleolar RNA SNORD14	0.3303	0.723268	4.3534	0.748751	1.835	0.427039	5.858	0.292072
Strigolactone	ENSRNA049485393	SNORD14	Small nucleolar RNA SNORD14	0.7821	0.602059	0	NA	5.2852	0.377723	4.5031	0.103319
Strigolactone	ENSRNA049485394	SNORD14	Small nucleolar RNA SNORD14	-0.1978	0.963805	0	NA	2.8623	0.606531	3.06	0.58482
Strigolactone	ENSRNA049485397	SNORD14	Small nucleolar RNA SNORD14	0	NA	2.2042	0.748751	-2.2042	0.606531	0	NA
Strigolactone	ENSRNA049485637	SNORD14	Small nucleolar RNA SNORD14	0	NA	-2.8237	0.748751	0	NA	-2.8237	0.58482
Cytokinin	ENSRNA049485901	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-1.7693	0.600593	1.344	0.748751	-2.1534	0.434665	0.9599	0.578557
ABA	ENSRNA049485904	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-0.2764	0.806346	0.5053	0.748751	-1.188	0.355927	-0.4063	0.631594
ROS_Scavenging	ENSRNA049485912	Intron_gpI	Group I catalytic intron	0	NA	0.7191	0.799988	-1.7177	0.551671	-0.9987	0.58482
ROS_Scavenging	ENSRNA049485915	Intron_gpI	Group I catalytic intron	-1.0152	0.772742	-0.9416	0.752827	-0.2947	0.828373	-0.221	0.917725
ROS_Scavenging	ENSRNA049485916	Intron_gpI	Group I catalytic intron	1.5818	0.466543	-1.459	0.748751	1.1033	0.447514	-1.9375	0.304845
ROS_Scavenging	ENSRNA049485918	Intron_gpII	Group II catalytic intron	0.0391	0.800201	0.5952	0.748751	-0.6474	0.567684	-0.0913	0.539468
ROS_Scavenging	ENSRNA049485921	Intron_gpII	Group II catalytic intron	0	NA	1.2037	0.748751	-1.2037	0.606531	0	NA
ROS_Scavenging	ENSRNA049485922	Intron_gpII	Group II catalytic intron	-0.4662	0.530297	0.0841	0.925503	-0.6567	0.36232	-0.1064	0.844091
ROS_Scavenging	ENSRNA049485923	Intron_gpII	Group II catalytic intron	-0.3668	0.670681	0.0666	0.891685	-0.7338	0.314334	-0.3004	0.569424
ROS_Scavenging	ENSRNA049485924	Intron_gpII	Group II catalytic intron	-0.5441	0.670681	-0.2725	0.785503	-0.7227	0.315755	-0.4511	0.58482
ROS_Scavenging	ENSRNA049485926	Intron_gpII	Group II catalytic intron	0.6895	0.670681	0.2283	0.845793	-0.4807	0.606531	-0.9419	0.377657
ROS_Scavenging	ENSRNA049485927	Intron_gpII	Group II catalytic intron	1.2313	0.457395	0.7331	0.748751	-1.0295	0.503095	-1.5277	0.374736
ROS_Scavenging	ENSRNA049485928	Intron_gpII	Group II catalytic intron	0.9356	0.670681	-0.1622	0.748751	0.1981	0.87558	-0.8997	0.131245
ROS_Scavenging	ENSRNA049485930	Intron_gpII	Group II catalytic intron	-1.272	0.537825	-1.0579	0.748751	0.5967	0.551671	0.8108	0.443549
ROS_Scavenging	ENSRNA049485931	Intron_gpII	Group II catalytic intron	-0.5618	0.670681	-0.2085	0.889535	0.368	0.614999	0.7213	0.517369
ROS_Scavenging	ENSRNA049485932	Intron_gpII	Group II catalytic intron	-0.868	0.670681	-0.3281	0.846518	0.4164	0.820054	0.9564	0.46176
ROS_Scavenging	ENSRNA049485933	Intron_gpII	Group II catalytic intron	-0.6522	0.670681	-0.1605	0.938988	0.4883	0.655465	0.98	0.508802
ROS_Scavenging	ENSRNA049485935	Intron_gpII	Group II catalytic intron	0.1403	0.946065	-0.8218	0.748751	2.8316	0.405768	1.8695	0.555709
ROS_Scavenging	ENSRNA049485938	Intron_gpII	Group II catalytic intron	-0.6213	0.775681	-0.1474	0.96948	-0.5568	0.742335	-0.083	0.971423
ROS_Scavenging	ENSRNA049485941	Intron_gpII	Group II catalytic intron	-1.5872	0.670681	-0.5529	0.838408	0.0189	0.991637	1.0532	0.644356
ROS_Scavenging	ENSRNA049485942	Intron_gpII	Group II catalytic intron	-0.2479	0.624076	0.215	0.78523	-0.4655	0.517228	-0.0026	0.99395
ROS_Scavenging	ENSRNA049485943	Intron_gpII	Group II catalytic intron	0.1337	0.93559	0.0845	0.92479	-0.1492	0.892347	-0.1984	0.774178
ROS_Scavenging	ENSRNA049485946	Intron_gpII	Group II catalytic intron	-0.357	0.643308	0.0704	0.962627	-0.3949	0.606531	0.0324	0.967308
ROS_Scavenging	ENSRNA049485947	Intron_gpII	Group II catalytic intron	0.1963	0.807085	0.309	0.762773	-0.1404	0.819876	-0.0276	0.968002
ROS_Scavenging	ENSRNA049485948	Intron_gpII	Group II catalytic intron	1.9091	0.377018	0.4659	0.748751	-0.6427	0.537618	-2.0859	0.174879
ROS_Scavenging	ENSRNA049485951	Intron_gpII	Group II catalytic intron	0.668	0.781965	-0.2281	0.904444	-0.8227	0.555766	-1.7189	0.457231
Cytokinin	ENSRNA049485989	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	3.1558	0.674263	4.1681	0.748751	-1.5883	0.594828	-0.576	0.641079
Cytokinin	ENSRNA049485997	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-3.3978	0.670681	-1.422	0.748751	-4.3389	0.522736	-2.3631	0.545422
ROS_Scavenging	ENSRNA049486046	Intron_gpII	Group II catalytic intron	-1.2192	0.670681	0	NA	0	NA	1.2192	0.58482
ROS_Scavenging	ENSRNA049486093	Intron_gpII	Group II catalytic intron	0.8892	0.538914	0.3576	0.844633	-0.6363	0.606531	-1.1679	0.465034
Cytokinin	ENSRNA049486115	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-0.2577	0.670681	0.3589	0.748751	-0.5258	0.3682	0.0907	0.799869
Cytokinin	ENSRNA049486120	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.4961	0.577469	0.8433	0.748751	-1.5238	0.419291	0.8157	0.530152
ROS_Scavenging	ENSRNA049486175	Intron_gpI	Group I catalytic intron	0.719	0.670681	-0.7807	0.748751	0.1958	0.867456	-1.3038	0.505561
ROS_Scavenging	ENSRNA049486178	Intron_gpII	Group II catalytic intron	-0.4119	0.670681	-0.1232	0.794041	-0.8711	0.311451	-0.5823	0.339995
ROS_Scavenging	ENSRNA049486179	Intron_gpII	Group II catalytic intron	1.3892	0.589865	-0.6039	0.748751	-1.0802	0.606531	-3.0733	0.244745
ROS_Scavenging	ENSRNA049486181	Intron_gpII	Group II catalytic intron	-1.0698	0.507692	0.4397	0.804872	-0.3588	0.723082	1.1507	0.311992
ROS_Scavenging	ENSRNA049486184	Intron_gpII	Group II catalytic intron	-0.547	0.670681	0.4011	0.748751	-0.8249	0.502472	0.1233	0.756114
Cytokinin	ENSRNA049486261	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0816	0.589865	1.3938	0.748751	-2.3755	0.442362	1.0998	0.546629
Cytokinin	ENSRNA049486305	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	1.0973	0.670681	1.3135	0.79348	-0.8232	0.76116	-0.6069	0.58482
Cytokinin	ENSRNA049486314	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.2845	0.560816	0.8261	0.748751	-1.2334	0.487799	0.8772	0.470701
Cytokinin	ENSRNA049486326	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-1.6122	0.589865	2.1287	0.748751	-1.7201	0.407201	2.0208	0.37135
Cytokinin	ENSRNA049486338	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.7194	0.589865	1.1809	0.748751	-2.0787	0.418784	0.8216	0.570133
Cytokinin	ENSRNA049486345	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-2.3544	0.540553	0.302	0.94612	-1.601	0.631886	1.0553	0.566532
Cytokinin	ENSRNA049486347	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.8487	0.735095	0.6477	0.748751	-0.4838	0.611506	1.0126	0.627046
Cytokinin	ENSRNA049486350	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	0	NA	-6.1041	0.748751	0	NA	-6.1041	0.58482
Cytokinin	ENSRNA049486352	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-0.5069	0.670681	1.9929	0.748751	-1.9929	0.606531	0.5069	0.58482
Cytokinin	ENSRNA049486362	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0582	0.65129	1.6196	0.748751	-2.6198	0.414107	1.058	0.590904
Cytokinin	ENSRNA049486473	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	0.6145	0.863906	0.0852	0.983739	-0.7051	0.680691	-1.2344	0.715006
Strigolactone	ENSRNA049486624	SNORD14	Small nucleolar RNA SNORD14	0.3387	0.90664	-1.1308	0.748751	0.9294	0.724885	-0.5401	0.650266
ROS_Scavenging	ENSRNA049486728	Intron_gpI	Group I catalytic intron	-1.1563	0.670681	0.1716	0.956246	-1.1964	0.454265	0.1314	0.949722
ROS_Scavenging	ENSRNA049486758	Intron_gpII	Group II catalytic intron	-0.3745	0.704789	0.0021	0.996919	-0.6644	0.319325	-0.2879	0.645925
ROS_Scavenging	ENSRNA049486761	Intron_gpII	Group II catalytic intron	1.0738	0.537825	-0.2661	0.825485	-0.2373	0.790204	-1.5772	0.206651
ROS_Scavenging	ENSRNA049486763	Intron_gpII	Group II catalytic intron	-0.9755	0.636243	-0.7785	0.748751	0.4007	0.643249	0.5977	0.58482
ROS_Scavenging	ENSRNA049486766	Intron_gpII	Group II catalytic intron	0.0949	0.909721	0.5988	0.748751	-0.097	0.910388	0.4069	0.58482
Strigolactone	ENSRNA049486791	SNORD14	Small nucleolar RNA SNORD14	1.4904	0.4075	0.672	0.748751	-0.5611	0.395214	-1.3795	0.183437
Strigolactone	ENSRNA049486898	SNORD14	Small nucleolar RNA SNORD14	0	NA	2.3862	0.748751	-2.3862	0.606531	0	NA
Strigolactone	ENSRNA049486921	SNORD14	Small nucleolar RNA SNORD14	0.7887	0.75408	0.8009	0.748751	-1.5112	0.280182	-1.499	0.446578
Strigolactone	ENSRNA049487005	SNORD14	Small nucleolar RNA SNORD14	-0.4543	0.655438	0.1372	0.886128	-0.9621	0.454081	-0.3706	0.491552
Strigolactone	ENSRNA049487008	SNORD14	Small nucleolar RNA SNORD14	-0.6769	0.442905	-0.5322	0.748751	-0.4121	0.597046	-0.2674	0.477398
ROS_Scavenging	ENSRNA049487048	Intron_gpII	Group II catalytic intron	0	NA	2.91	0.748751	-2.91	0.606531	0	NA
Strigolactone	ENSRNA049487082	SNORD14	Small nucleolar RNA SNORD14	0.5117	0.846437	3.6561	0.748751	-1.1757	0.604642	1.9687	0.656998
ROS_Scavenging	ENSRNA049487125	Intron_gpII	Group II catalytic intron	-0.1019	0.972659	-0.6186	0.748751	-0.3291	0.845146	-0.8458	0.58482
ROS_Scavenging	ENSRNA049487128	Intron_gpII	Group II catalytic intron	-1.3642	0.580257	-1.1407	0.748751	0.5557	0.621192	0.7792	0.532184
ROS_Scavenging	ENSRNA049487130	Intron_gpII	Group II catalytic intron	-0.3071	0.893952	1.2212	0.748751	-0.1742	0.936959	1.3542	0.519955
ROS_Scavenging	ENSRNA049487138	Intron_gpII	Group II catalytic intron	-0.0224	0.973964	0.3301	0.776198	-0.2533	0.726989	0.0992	0.797815
ROS_Scavenging	ENSRNA049487480	Intron_gpII	Group II catalytic intron	0	NA	1.18	0.748751	-1.18	0.606531	0	NA
ROS_Scavenging	ENSRNA049487482	Intron_gpII	Group II catalytic intron	2.6532	0.670681	0.1587	0.794843	2.7177	0.606531	0.2233	0.62191
Cytokinin	ENSRNA049487697	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.019	0.59717	1.3224	0.748751	-2.3075	0.438564	1.0339	0.572839
ROS_Scavenging	ENSRNA049487725	Intron_gpII	Group II catalytic intron	1.7002	0.623633	-0.2645	0.748751	0.325	0.805721	-1.6396	0.156619
Strigolactone	ENSRNA049487800	SNORD14	Small nucleolar RNA SNORD14	0.2545	0.804365	0.5156	0.748751	-1.1933	0.399935	-0.9322	0.268184
Cellulose	ENSRNA049487965	snoJ33	Small nucleolar RNA J33	-0.0289	0.827752	-0.3128	0.748751	0.1493	0.606531	-0.1346	0.705227
Cytokinin	ENSRNA049488024	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0366	0.589865	1.3489	0.748751	-2.3248	0.43682	1.0607	0.547913
ROS_Scavenging	ENSRNA049488128	Intron_gpII	Group II catalytic intron	-0.0034	0.670681	0	NA	0	NA	0.0034	0.58482
ROS_Scavenging	ENSRNA049488207	Intron_gpII	Group II catalytic intron	0	NA	1.3084	0.748751	-1.3084	0.606531	0	NA
ROS_Scavenging	ENSRNA049488492	Intron_gpII	Group II catalytic intron	3.5951	0.670681	-2.4239	0.774682	2.4117	0.644462	-3.6073	0.58482
Sucrose	ENSRNA049488522	snoR28	Small nucleolar RNA snoR28	0.1567	0.689981	-0.1639	0.748751	0.3449	0.491758	0.0244	0.905772
Cytokinin	ENSRNA049488557	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.3145	0.563251	0.7462	0.748751	-1.3402	0.463896	0.7206	0.517931
Cytokinin	ENSRNA049488560	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0121	0.592642	1.3761	0.748751	-2.3035	0.436092	1.0847	0.551901
Flavonoid	ENSRNA049488659	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-0.3667	0.725591	0.7459	0.748751	-1.0787	0.36768	0.034	0.962736
ROS_Scavenging	ENSRNA049488668	Intron_gpII	Group II catalytic intron	0.5111	0.520701	0.0198	0.991987	-0.8254	0.493014	-1.3168	0.499044
ROS_Scavenging	ENSRNA049488731	Intron_gpI	Group I catalytic intron	-0.0595	0.980278	-0.7464	0.848542	0.5888	0.793052	-0.0981	0.961108
ROS_Scavenging	ENSRNA049488735	Intron_gpII	Group II catalytic intron	-0.6543	0.5603	-0.134	0.845669	-0.6651	0.356522	-0.1449	0.774249
ROS_Scavenging	ENSRNA049488736	Intron_gpII	Group II catalytic intron	0.0684	0.982308	-0.6324	0.748751	1.0065	0.431177	0.3058	0.903342
Strigolactone	ENSRNA049488765	SNORD14	Small nucleolar RNA SNORD14	-1.7362	0.670681	-1.7991	0.748751	0.9955	0.606531	0.9327	0.643634
Strigolactone	ENSRNA049488766	SNORD14	Small nucleolar RNA SNORD14	-1.6757	0.670681	-1.7991	0.748751	0.9955	0.606531	0.8722	0.650024
Cytokinin	ENSRNA049488866	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-2.1014	0.670681	-0.9681	0.748751	-0.0148	0.996086	1.1184	0.677752
Cytokinin	ENSRNA049489026	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.8038	0.665137	0.8468	0.748751	-1.2159	0.489251	0.4347	0.633773
Flavonoid	ENSRNA049489028	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-0.4085	0.704789	0.6823	0.748751	-0.9909	0.391297	0.0999	0.878934
ROS_Scavenging	ENSRNA049489032	Intron_gpII	Group II catalytic intron	-0.6941	0.5037	-0.0523	0.934118	-0.794	0.320843	-0.1521	0.720316
ROS_Scavenging	ENSRNA049489033	Intron_gpII	Group II catalytic intron	1.2767	0.520634	0.347	0.748751	-0.2796	0.683388	-1.2093	0.25726
ROS_Scavenging	ENSRNA049489034	Intron_gpII	Group II catalytic intron	-1.3238	0.630498	0.2057	0.869493	-0.5012	0.606531	1.0283	0.548471
ROS_Scavenging	ENSRNA049489035	Intron_gpII	Group II catalytic intron	0.5401	0.709548	1.4688	0.748751	0.8763	0.514479	1.805	0.486713
ROS_Scavenging	ENSRNA049489036	Intron_gpII	Group II catalytic intron	-0.4218	0.681206	0.7344	0.748751	-0.6259	0.42083	0.5303	0.5838
Strigolactone	ENSRNA049489067	SNORD14	Small nucleolar RNA SNORD14	0.7248	0.78133	-2.3662	0.748751	2.8127	0.565506	-0.2783	0.842729
Strigolactone	ENSRNA049489070	SNORD14	Small nucleolar RNA SNORD14	0.5385	0.867806	0	NA	1.8961	0.606531	1.3576	0.58482
ROS_Scavenging	ENSRNA049489090	Intron_gpII	Group II catalytic intron	0.5041	0.823493	-0.7547	0.748751	-0.2474	0.765887	-1.5062	0.364442
ROS_Scavenging	ENSRNA049489290	Intron_gpII	Group II catalytic intron	-1.2811	0.670681	0.9531	0.831233	-1.7008	0.633312	0.5333	0.749257
Cytokinin	ENSRNA049489316	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.8225	0.663481	1.0351	0.748751	-1.5632	0.537618	0.2944	0.77928
Cytokinin	ENSRNA049489317	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.7916	0.628768	0.6798	0.748751	-0.7226	0.561059	0.7488	0.497432
Cytokinin	ENSRNA049489319	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.1241	0.610548	1.0743	0.748751	-1.3464	0.45991	0.852	0.533366
Cytokinin	ENSRNA049489322	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-2.0927	0.390126	2.7844	0.748751	-1.9335	0.447838	2.9436	0.131899
Cytokinin	ENSRNA049489323	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-0.9303	0.735056	0.5941	0.748751	-1.1142	0.486933	0.4102	0.820264
Cytokinin	ENSRNA049489326	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	0.5337	0.75702	0.821	0.748751	-1.5592	0.426607	-1.2719	0.287146
Cytokinin	ENSRNA049489327	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	1.2512	0.70443	0.3601	0.937919	-0.9808	0.704136	-1.8719	0.64741
Cytokinin	ENSRNA049489328	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	2.0438	0.702315	2.1121	0.748751	-0.4595	0.86401	-0.3912	0.901381
Cytokinin	ENSRNA049489331	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.378	0.670681	-0.335	0.944302	0.5676	0.79563	1.6106	0.537793
Cytokinin	ENSRNA049489332	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.5369	0.546087	0.5678	0.801568	-1.457	0.552837	0.6477	0.554782
Cytokinin	ENSRNA049489337	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.7796	0.670681	0.8252	0.748751	-1.2114	0.491588	0.3934	0.656892
ROS_Scavenging	ENSRNA049489391	Intron_gpI	Group I catalytic intron	-0.8396	0.706662	-0.357	0.853741	-0.9205	0.611006	-0.4378	0.706599
ROS_Scavenging	ENSRNA049489392	Intron_gpI	Group I catalytic intron	-0.0108	0.995433	-0.2661	0.883592	-1.0634	0.599702	-1.3187	0.346378
ROS_Scavenging	ENSRNA049489411	Intron_gpII	Group II catalytic intron	-0.4238	0.670681	0.0446	0.951476	-0.8846	0.414467	-0.4163	0.494698
ROS_Scavenging	ENSRNA049489412	Intron_gpII	Group II catalytic intron	-0.412	0.670681	-0.031	0.970671	-0.7508	0.325583	-0.3698	0.58482
ROS_Scavenging	ENSRNA049489413	Intron_gpII	Group II catalytic intron	0.9213	0.670681	-0.5379	0.748751	-0.6852	0.541681	-2.1444	0.323319
ROS_Scavenging	ENSRNA049489414	Intron_gpII	Group II catalytic intron	0.7829	0.670681	0.6812	0.748751	-0.637	0.50353	-0.7387	0.623595
ROS_Scavenging	ENSRNA049489415	Intron_gpII	Group II catalytic intron	-1.4361	0.501374	-0.9655	0.748751	0.3542	0.767929	0.8248	0.402797
ROS_Scavenging	ENSRNA049489418	Intron_gpII	Group II catalytic intron	0.0234	0.989085	-0.6078	0.883197	0.7523	0.638367	0.1211	0.952655
ROS_Scavenging	ENSRNA049489420	Intron_gpII	Group II catalytic intron	-2.7697	0.670681	0.0372	0.98362	-2.5344	0.382275	0.2725	0.913924
ROS_Scavenging	ENSRNA049489425	Intron_gpII	Group II catalytic intron	0.4013	0.613683	-0.0647	0.955528	0.0782	0.91211	-0.3877	0.480655
ROS_Scavenging	ENSRNA049489426	Intron_gpII	Group II catalytic intron	-0.2236	0.758194	0.3399	0.748751	-0.4697	0.541738	0.0937	0.78818
ROS_Scavenging	ENSRNA049489427	Intron_gpII	Group II catalytic intron	0.2377	0.774288	-0.0312	0.986871	-0.3834	0.606531	-0.6523	0.58482
ROS_Scavenging	ENSRNA049489431	Intron_gpII	Group II catalytic intron	-0.7387	0.589865	0.0478	0.963131	-1.373	0.34508	-0.5864	0.496363
Cytokinin	ENSRNA049489444	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.8477	0.564653	1.2002	0.748751	-1.262	0.411431	0.7859	0.407543
Cytokinin	ENSRNA049489445	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.0058	0.542472	0.603	0.748751	-0.6735	0.533281	0.9353	0.389565
Cytokinin	ENSRNA049489450	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-4.5281	0.655517	-0.3257	0.92514	-1.8696	0.556648	2.3328	0.581264
Cytokinin	ENSRNA049489451	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-0.9993	0.703144	1.1966	0.748751	-1.0243	0.389135	1.1716	0.586483
Cytokinin	ENSRNA049489457	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.8531	0.670681	1.0687	0.748751	-0.7483	0.549214	2.1736	0.561748
Cytokinin	ENSRNA049489460	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-1.5034	0.670681	1.2413	0.748751	-2.3465	0.481367	0.3982	0.783253
Cytokinin	ENSRNA049489465	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.7134	0.670681	2.2834	0.748751	-2.4454	0.489276	2.5514	0.58482
Cytokinin	ENSRNA049489468	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.2557	0.608621	0.5336	0.748751	-1.0544	0.52397	0.735	0.58482
Cytokinin	ENSRNA049489469	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	0.1542	0.947484	1.0548	0.748751	-1.0971	0.56316	-0.1964	0.864898
Cytokinin	ENSRNA049489470	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.122	0.551982	3.4686	0.748751	-3.061	0.606531	1.5296	0.12349
Cytokinin	ENSRNA049489482	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-6.8575	0.670681	1.4007	0.748751	-3.6207	0.405768	4.6375	0.58482
Cytokinin	ENSRNA049489485	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.1179	0.50752	1.6153	0.748751	-1.8925	0.436374	0.8406	0.393252
Cytokinin	ENSRNA049489503	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.3581	0.670681	1.0719	0.748751	-1.6321	0.526176	0.7979	0.65932
Cytokinin	ENSRNA050015142	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-1.7604	0.582662	1.3998	0.748751	-2.0744	0.427858	1.0857	0.497112
Cytokinin	ENSRNA050015196	SSU_rRNA_eukarya	Eukaryotic small subunit ribosomal RNA	-1.3554	0.560816	0.7647	0.748751	-1.35	0.430722	0.7701	0.507266
Cytokinin	ENSRNA050015206	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.1624	0.596537	1.6016	0.748751	-2.4821	0.470714	1.2819	0.535631
Cytokinin	ENSRNA050015382	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0769	0.589865	1.4174	0.748751	-2.3471	0.441306	1.1471	0.534349
Cytokinin	ENSRNA050015384	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0102	0.589865	1.4283	0.748751	-2.3266	0.437596	1.1119	0.535014
Cytokinin	ENSRNA050015386	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0379	0.589865	1.4307	0.748751	-2.3397	0.440507	1.1289	0.535864
Cytokinin	ENSRNA050015388	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0676	0.589865	1.438	0.748751	-2.3716	0.442952	1.134	0.533246
Cytokinin	ENSRNA050015535	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-1.9343	0.592642	1.398	0.748751	-2.3134	0.436092	1.0189	0.560538
Cytokinin	ENSRNA050016838	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0733	0.589865	1.3573	0.748751	-2.3113	0.446176	1.1193	0.537245
Cytokinin	ENSRNA050016840	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	-2.0751	0.589865	1.436	0.748751	-2.4048	0.44743	1.1063	0.541774
